emp_no,salary,from_date,to_date
82069,40000,1994-11-03,1995-11-03
82070,40000,1997-02-15,1998-02-15
82072,40000,2000-01-01,2000-12-31
82084,40000,1999-05-29,2000-05-28
82086,40000,1992-10-20,1993-10-20
82095,40000,1997-02-08,1998-02-08
82096,40000,1999-07-11,2000-07-10
82101,40000,1993-09-05,1994-09-05
82102,40000,1997-08-04,1998-08-04
82103,40000,1985-02-11,1986-02-11
82108,40000,1994-11-19,1995-11-19
82111,40000,1992-01-09,1993-01-08
82112,40000,1996-07-16,1997-07-16
82114,40000,1994-09-13,1995-09-13
82117,40000,1991-01-16,1992-01-16
82117,39676,1992-01-16,1993-01-15
82122,40000,1989-07-17,1990-07-17
82126,40000,1991-08-06,1992-08-05
82127,40000,1986-12-24,1987-12-24
82128,40000,1995-12-01,1996-11-30
82129,40000,1994-01-16,1995-01-16
82135,40000,1996-10-11,1997-10-11
82138,40000,1994-11-27,1995-11-27
82146,40000,1989-02-02,1990-02-02
82154,40000,1998-08-26,1999-08-26
82158,40000,1989-12-11,1990-12-11
82158,39767,1990-12-11,1991-12-11
82161,40000,1999-12-14,2000-07-26
82163,40000,1994-02-01,1995-02-01
82166,40000,1989-08-05,1990-08-05
82167,40000,1993-01-08,1994-01-08
82174,40000,1998-04-13,1999-04-13
82175,40000,1999-09-08,2000-09-07
82177,40000,1986-09-20,1987-09-20
82177,39796,1987-09-20,1988-09-19
82183,40000,1993-12-03,1994-12-03
82183,39660,1994-12-03,1995-12-03
82185,40000,1993-02-23,1994-02-23
82190,40000,1998-04-29,1999-04-29
82195,40000,1990-05-23,1991-05-23
82197,40000,1986-12-15,1987-03-20
82198,40000,1994-08-29,1995-08-29
82201,40000,1990-11-12,1991-11-12
82202,40000,1997-09-13,1998-09-13
82204,40000,1992-01-24,1993-01-23
82206,40000,1993-11-29,1994-11-29
82220,40000,1991-01-12,1992-01-12
82231,40000,1999-03-01,2000-02-29
82240,40000,1986-01-26,1987-01-26
82243,40000,1994-10-14,1995-10-14
82246,40000,1986-10-13,1987-10-13
82249,40000,1992-01-15,1993-01-14
82251,40000,1997-08-09,1998-08-09
82253,40000,1994-06-19,1995-06-19
82255,40000,1988-04-30,1989-04-30
82256,40000,1990-02-05,1991-02-05
82264,40000,1989-01-14,1990-01-14
82266,40000,1995-03-13,1996-03-12
82270,40000,1993-03-26,1994-03-26
82274,40000,1993-12-17,1994-12-17
82276,40000,1988-01-07,1989-01-06
82279,40000,1993-02-17,1993-11-06
82282,40000,1985-12-31,1986-12-31
82290,40000,1994-06-05,1995-06-05
82294,40000,1997-06-09,1998-06-09
82299,40000,1988-06-16,1989-06-16
82300,40000,1992-01-27,1993-01-26
82301,40000,1989-07-11,1990-07-11
82303,40000,1999-02-22,2000-02-22
82304,40000,1988-12-16,1989-12-16
82306,40000,1988-05-07,1989-05-07
82310,40000,1985-02-21,1986-02-21
82311,40000,1996-04-28,1997-04-28
82313,40000,1998-06-26,1999-01-06
82316,40000,1998-01-03,1999-01-03
82317,40000,1999-08-18,2000-08-17
82321,40000,1994-09-14,1995-09-14
82323,40000,1998-05-11,1999-05-11
82325,40000,1997-10-17,1998-10-17
82333,40000,1992-07-11,1993-07-11
82337,40000,1991-06-08,1992-06-07
82339,40000,1988-01-15,1989-01-14
82346,40000,1998-10-24,1999-10-24
82347,40000,1992-01-17,1993-01-16
82350,40000,1989-07-19,1990-07-19
82351,40000,1989-10-27,1990-10-27
82351,39582,1990-10-27,1991-10-27
82351,39473,1991-10-27,1992-10-25
82351,39619,1992-10-25,1993-10-26
82356,40000,1987-09-26,1988-09-24
82359,40000,1988-04-29,1989-04-29
82360,40000,1992-09-30,1993-09-30
82363,40000,1994-02-02,1995-02-02
82363,39717,1995-02-02,1996-02-02
82368,40000,1990-11-16,1991-11-16
82370,40000,1987-05-05,1988-05-04
82377,40000,1991-09-07,1992-09-06
82379,40000,1985-03-15,1986-03-15
82380,40000,1993-07-08,1994-07-08
82383,40000,1994-07-14,1995-07-14
82384,40000,1989-07-12,1990-07-12
82387,40000,1999-01-23,2000-01-23
82388,40000,1988-04-18,1989-04-18
82390,40000,1985-12-02,1986-12-02
82395,40000,1998-12-30,1999-12-30
82401,40000,1988-11-15,1989-11-15
82402,40000,1997-02-18,1998-02-18
82404,40000,1987-05-16,1988-05-15
82406,40000,1994-05-23,1994-07-29
82409,40000,1995-02-18,1996-02-18
82410,40000,1995-03-23,1996-03-22
82413,40000,1989-09-15,1990-09-15
82417,40000,1990-03-30,1991-03-30
82423,40000,1995-05-19,1996-05-18
82423,39947,1996-05-18,1997-05-18
82423,39965,1997-05-18,1998-05-18
82425,40000,1987-10-11,1988-10-10
82427,40000,1993-05-27,1994-05-27
82432,40000,1989-08-04,1990-08-04
82434,40000,1993-08-14,1994-08-14
82434,39532,1994-08-14,1995-08-14
82434,39283,1995-08-14,1996-08-13
82437,40000,1990-01-04,1991-01-04
82439,40000,1998-07-04,1999-07-04
82439,39979,1999-07-04,2000-07-03
82440,40000,1997-02-24,1998-02-24
82446,40000,1998-11-06,1999-11-06
82450,40000,1995-02-04,1996-02-04
82450,39816,1996-02-04,1997-02-03
82451,40000,1989-03-28,1990-03-28
82454,40000,1997-10-20,1998-10-20
82455,40000,1998-05-12,1999-05-12
82456,40000,1999-04-07,2000-04-06
82460,40000,1985-05-09,1986-05-09
82462,40000,1991-07-14,1992-07-13
82467,40000,1989-04-03,1990-04-03
82467,39872,1990-04-03,1991-04-02
82468,40000,1992-11-04,1993-11-04
82477,40000,1989-09-11,1990-09-11
82481,40000,1994-04-08,1995-04-08
82485,40000,1997-02-25,1998-02-25
82486,40000,1996-01-25,1997-01-24
82490,40000,1990-09-17,1991-09-17
82490,39733,1991-09-17,1992-09-16
82495,40000,1999-08-04,2000-08-03
82496,40000,1998-08-11,1999-08-11
82499,40000,1987-04-20,1988-04-19
82499,39705,1988-04-19,1989-04-19
82500,40000,1986-12-14,1987-12-14
82500,39540,1987-12-14,1988-12-13
82500,39790,1988-12-13,1989-12-13
82501,40000,1998-10-01,1999-10-01
82504,40000,1986-02-21,1987-02-21
82505,40000,1994-04-01,1995-04-01
82507,40000,1999-06-07,2000-06-06
82511,40000,1998-04-04,1999-04-04
82515,40000,2000-01-29,2001-01-28
82519,40000,1990-04-28,1991-04-28
82520,40000,1987-05-22,1988-05-21
82522,40000,1992-07-16,1993-07-16
82530,40000,1993-05-06,1994-05-06
82533,40000,1993-09-10,1994-09-10
82536,40000,1993-12-25,1994-12-25
82541,40000,1992-09-21,1993-09-21
82556,40000,1995-06-21,1996-06-20
82561,40000,1999-11-21,2000-11-20
82561,39824,2000-11-20,2001-02-07
82562,40000,1997-10-08,1998-10-08
82566,40000,1995-03-04,1996-03-03
82567,40000,1992-06-04,1993-06-04
82575,40000,1988-10-02,1989-10-02
82577,40000,1991-03-13,1992-03-12
82580,40000,1991-12-22,1992-12-21
82582,40000,1990-08-07,1991-08-07
82584,40000,1997-09-03,1998-09-03
82586,40000,1996-01-25,1997-01-24
82593,40000,1997-05-31,1998-05-31
82594,40000,1993-08-06,1994-08-06
82595,40000,1992-06-02,1993-06-02
82598,40000,1985-05-25,1986-05-25
82599,40000,1999-04-15,2000-04-14
82602,40000,1990-02-06,1991-02-06
82605,40000,1995-10-07,1996-10-06
82605,39596,1996-10-06,1997-10-06
82611,40000,1995-04-30,1996-04-29
82613,40000,1997-06-09,1998-06-09
82616,40000,1989-12-15,1990-12-15
82617,40000,1990-12-22,1991-12-22
82619,40000,1992-04-19,1993-04-19
82620,40000,1994-04-24,1995-04-24
82623,40000,1992-02-06,1993-02-05
82623,39658,1995-02-05,1996-02-05
82624,40000,1993-09-03,1994-09-03
82628,40000,1990-06-08,1991-06-08
82630,40000,1991-07-20,1992-07-19
82635,40000,1992-10-14,1993-10-14
82638,40000,1992-01-07,1993-01-06
82639,40000,1990-11-21,1991-11-21
82639,39636,1991-11-21,1992-11-20
82642,40000,1989-05-13,1990-05-13
82645,40000,1991-05-26,1992-05-25
82645,39957,1992-05-25,1993-05-25
82652,40000,1997-09-13,1998-09-13
82653,40000,1996-11-27,1997-11-27
82655,40000,1997-12-10,1998-12-10
82657,40000,1991-06-12,1992-06-11
82658,40000,1995-05-23,1995-09-22
82663,40000,1992-07-04,1993-07-04
82665,40000,1986-08-30,1987-08-30
82671,40000,1989-07-30,1990-07-30
82672,40000,1991-12-22,1992-12-21
82672,39603,1992-12-21,1993-12-21
82673,40000,1991-06-18,1992-06-17
82674,40000,1989-01-02,1990-01-02
82679,40000,1994-12-28,1995-12-28
82689,40000,1988-12-25,1989-12-25
82693,40000,1988-09-20,1989-09-20
82695,40000,1995-12-16,1996-12-15
82699,40000,1998-01-05,1999-01-05
82699,39603,1999-01-05,2000-01-05
82701,40000,1985-09-10,1986-09-10
82706,40000,1996-06-20,1997-06-20
82708,40000,1988-03-08,1989-03-08
82710,40000,1999-07-27,2000-07-26
82711,40000,1994-03-24,1995-03-24
82713,40000,1996-07-10,1997-07-10
82715,40000,1993-10-17,1994-10-17
82716,40000,1991-04-11,1992-04-10
82716,39868,1992-04-10,1993-04-10
82718,40000,1999-06-02,2000-04-23
82719,40000,1991-09-19,1992-09-18
82721,40000,1992-04-25,1993-04-25
82726,40000,1991-08-26,1992-08-25
82728,40000,1999-08-11,2000-08-10
82730,40000,1986-05-08,1987-05-08
82732,40000,1994-04-15,1995-04-15
82735,40000,1988-10-23,1989-10-23
82740,40000,1986-11-28,1987-11-28
82743,40000,1989-09-27,1990-09-27
82750,40000,1995-04-26,1996-04-25
82753,40000,1985-11-20,1986-11-20
82755,40000,1985-10-04,1986-10-04
82757,40000,1999-05-02,2000-05-01
82758,40000,1998-03-31,1998-10-09
82759,40000,1989-09-07,1990-09-07
82759,39896,1990-09-07,1991-09-07
82763,40000,1986-04-26,1987-04-26
82767,40000,1992-07-18,1993-07-18
82771,40000,1990-01-04,1991-01-04
82772,40000,1991-11-01,1992-10-31
82775,40000,1999-07-11,1999-12-10
82779,40000,1999-03-01,2000-02-29
82780,40000,1996-08-10,1997-08-10
82781,40000,1986-08-15,1987-08-15
82791,40000,1999-10-02,2000-10-01
82791,39596,2000-10-01,2001-10-01
82792,40000,1998-05-28,1999-05-28
82796,40000,1987-03-27,1988-03-26
82797,40000,1990-09-03,1991-09-03
82798,40000,1990-09-23,1991-09-23
82802,40000,1993-02-14,1994-02-14
82806,40000,1998-02-25,1999-02-25
82813,40000,1991-12-07,1992-12-06
82816,40000,1999-05-13,2000-05-12
82817,40000,1989-10-04,1990-10-04
82822,40000,1991-09-10,1992-09-09
82831,40000,1986-09-13,1987-09-13
82831,39821,1988-09-12,1989-09-12
82832,40000,1996-06-17,1997-06-17
82833,40000,1993-12-05,1994-12-05
82835,40000,1985-04-17,1986-04-17
82837,40000,1992-08-27,1993-08-27
82837,39840,1993-08-27,1994-08-27
82839,40000,1992-09-04,1993-09-04
82840,40000,1992-12-18,1993-12-18
82843,40000,1990-05-26,1991-05-26
82848,40000,1997-12-27,1998-12-27
82849,40000,1985-10-12,1986-10-12
82856,40000,1988-07-02,1989-07-02
82862,40000,1989-04-28,1990-04-28
82864,40000,1990-05-14,1991-05-14
82865,40000,1993-06-05,1994-06-05
82867,40000,1993-09-23,1994-09-23
82871,40000,1991-07-14,1992-07-13
82872,40000,1992-03-02,1993-03-02
82873,40000,1999-01-10,2000-01-10
82877,40000,1988-06-10,1989-06-10
82879,40000,1987-06-14,1988-06-13
82880,40000,1987-01-04,1988-01-04
82884,40000,1997-12-23,1998-12-23
82890,40000,1991-03-20,1992-03-19
82893,40000,1988-07-20,1989-07-20
82894,40000,1985-05-29,1986-05-29
82894,39588,1986-05-29,1987-05-29
82896,40000,1988-06-12,1989-06-12
82900,40000,1996-07-01,1997-07-01
82901,40000,1995-07-05,1996-07-04
82905,40000,1985-08-19,1986-08-19
82912,40000,1997-05-02,1998-05-02
82916,40000,1994-02-27,1995-02-27
82917,40000,1990-12-11,1991-12-11
82919,40000,1998-02-03,1999-02-03
82920,40000,1987-05-02,1988-05-01
82925,40000,1994-02-13,1995-02-13
82927,40000,1994-03-06,1995-03-06
82929,40000,1997-05-23,1998-05-23
82930,40000,1999-10-14,1999-11-23
82934,40000,1991-02-26,1992-02-26
82940,40000,1995-02-02,1996-02-02
82941,40000,1991-06-12,1992-06-11
82943,40000,1992-12-13,1993-12-13
82944,40000,1993-02-18,1994-02-18
82946,40000,1995-12-27,1996-12-26
82951,40000,1992-12-01,1993-12-01
82953,40000,1986-10-13,1987-10-13
82958,40000,1990-02-21,1991-02-21
82961,40000,1999-03-10,1999-04-14
82962,40000,1989-08-23,1990-08-23
82963,40000,1985-09-04,1986-09-04
82965,40000,1990-06-08,1991-06-08
82968,40000,1999-05-11,2000-05-10
82975,40000,1993-07-08,1994-07-08
82975,39577,1994-07-08,1995-07-08
82980,40000,1995-10-15,1996-10-14
82980,39922,1996-10-14,1997-10-14
82981,40000,1988-01-30,1989-01-29
82982,40000,1994-12-21,1995-12-21
82984,40000,1993-10-14,1994-10-14
82988,40000,1998-04-23,1999-04-23
82989,40000,1987-09-18,1988-09-17
82990,40000,1988-11-15,1989-11-15
82996,40000,1985-11-07,1986-11-07
83010,40000,1997-07-25,1998-07-25
83011,40000,1999-12-07,2000-12-06
83012,40000,1992-10-06,1993-10-06
83013,40000,1987-11-27,1988-11-26
83015,40000,1988-07-26,1989-07-26
83016,40000,1989-09-14,1990-09-14
83017,40000,1994-06-10,1995-06-10
83018,40000,1987-12-21,1988-12-20
83024,40000,2000-01-10,2001-01-09
83025,40000,1996-06-08,1997-06-08
83029,40000,1997-05-09,1998-05-09
83035,40000,1992-05-09,1993-05-09
83037,40000,1992-09-07,1993-09-07
83039,40000,1995-06-16,1996-06-15
83041,40000,1998-08-11,1999-08-11
83042,40000,1985-06-04,1986-06-04
83047,40000,1997-06-12,1998-06-12
83048,40000,1989-08-13,1990-08-13
83051,40000,1989-04-15,1990-04-15
83051,39906,1990-04-15,1991-04-15
83051,39708,1991-04-15,1992-04-14
83052,40000,1996-09-30,1997-09-30
83060,40000,1996-11-25,1997-11-25
83060,39683,1997-11-25,1998-11-25
83064,40000,1985-04-05,1986-04-05
83064,39988,1986-04-05,1987-04-05
83067,40000,1996-02-13,1997-02-12
83068,40000,1995-10-28,1996-10-27
83069,40000,1987-11-03,1988-11-02
83074,40000,1999-09-16,1999-11-08
83077,40000,1990-11-24,1991-11-24
83086,40000,1987-05-16,1988-05-15
83092,40000,1985-04-20,1986-04-20
83094,40000,1994-10-02,1995-10-02
83100,40000,1992-12-01,1993-12-01
83101,40000,1996-04-18,1997-04-18
83113,40000,1995-07-23,1996-07-22
83118,40000,1998-03-14,1999-03-14
83124,40000,1988-08-08,1989-08-08
83126,40000,1987-02-08,1988-02-08
83127,40000,1985-11-29,1986-11-29
83129,40000,1995-03-03,1996-03-02
83130,40000,1989-12-01,1990-12-01
83131,40000,1998-08-15,1999-04-17
83134,40000,1993-11-01,1994-11-01
83136,40000,1990-09-07,1991-09-07
83140,40000,1999-10-13,2000-10-12
83143,40000,1992-04-18,1993-04-18
83149,40000,1986-04-15,1987-04-15
83149,39778,1987-04-15,1988-04-14
83154,40000,1994-02-26,1995-02-26
83162,40000,1987-10-01,1988-09-30
83164,40000,1994-12-10,1995-12-10
83165,40000,1993-12-18,1994-12-18
83166,40000,1988-12-17,1989-12-17
83167,40000,1990-07-14,1991-07-14
83168,40000,1987-07-08,1988-07-07
83168,39794,1988-07-07,1989-07-07
83174,40000,1992-11-12,1993-11-12
83176,40000,1994-03-04,1995-03-04
83179,40000,1997-08-31,1998-08-31
83180,40000,1996-08-05,1997-08-05
83182,40000,1986-09-13,1987-09-13
83190,40000,1987-07-15,1988-07-14
83193,40000,1989-11-17,1990-11-17
83201,40000,1994-03-19,1995-03-19
83203,40000,1990-07-30,1991-07-30
83211,40000,1998-11-10,1999-11-10
83211,39951,1999-11-10,2000-11-09
83215,40000,1990-11-04,1991-11-04
83217,40000,1994-12-21,1995-12-21
83220,40000,1995-04-13,1996-04-12
83221,40000,1992-09-17,1993-09-17
83221,39718,1993-09-17,1994-09-17
83226,40000,1997-12-18,1998-12-18
83226,39996,1998-12-18,1999-12-18
83228,40000,1996-05-15,1997-05-15
83228,39588,1997-05-15,1998-05-15
83228,39128,1998-05-15,1999-05-15
83228,39856,1999-05-15,2000-05-14
83229,40000,1997-01-10,1998-01-10
83229,39825,1998-01-10,1999-01-10
83233,40000,1996-12-03,1997-12-03
83237,40000,1989-03-12,1990-03-12
83240,40000,1998-05-15,1999-05-15
83242,40000,1992-10-05,1993-10-05
83244,40000,1986-09-18,1987-09-18
83244,39740,1987-09-18,1988-09-17
83244,39921,1988-09-17,1989-09-17
83245,40000,1993-04-27,1994-04-27
83249,40000,1990-08-30,1991-08-30
83250,40000,1994-10-29,1995-10-29
83253,40000,1990-05-02,1991-05-02
83255,40000,1987-01-08,1988-01-08
83256,40000,1993-06-06,1994-06-06
83257,40000,1987-10-30,1988-10-29
83260,40000,1987-06-25,1988-06-24
83261,40000,1990-10-17,1991-10-17
83261,39751,1991-10-17,1992-10-16
83266,40000,1992-04-09,1993-04-09
83272,40000,1999-02-27,2000-02-27
83286,40000,1989-12-21,1990-12-21
83289,40000,1994-01-09,1995-01-09
83293,40000,1986-05-11,1987-05-11
83295,40000,1985-04-15,1986-04-15
83298,40000,1990-05-05,1991-05-05
83298,39611,1991-05-05,1992-05-04
83302,40000,1995-10-29,1996-10-27
83304,40000,1985-09-14,1986-09-14
83305,40000,1997-10-31,1998-10-31
83307,40000,1987-01-23,1988-01-23
83308,40000,1985-02-16,1986-02-16
83308,39542,1986-02-16,1987-02-16
83310,40000,1989-05-02,1990-05-02
83311,40000,1992-01-24,1993-01-23
83313,40000,1991-09-14,1991-12-26
83315,40000,1985-09-11,1986-09-11
83320,40000,1992-11-15,1993-11-15
83324,40000,1996-12-28,1997-12-28
83326,40000,1987-06-01,1988-05-31
83328,40000,1998-08-30,1999-08-30
83331,40000,1993-11-05,1994-11-05
83341,40000,1996-02-20,1997-02-19
83342,40000,1993-06-09,1994-06-09
83346,40000,1985-11-12,1986-11-12
83346,39607,1986-11-12,1987-11-12
83348,40000,1986-09-16,1987-09-16
83348,39510,1987-09-16,1988-09-15
83348,39621,1988-09-15,1989-09-15
83354,40000,1994-01-03,1995-01-03
83360,40000,1989-06-16,1990-06-16
83362,40000,1997-04-20,1998-04-20
83362,39609,1998-04-20,1999-04-20
83366,40000,1995-03-24,1996-03-23
83368,40000,1993-04-30,1994-04-30
83372,40000,1999-05-08,2000-05-07
83373,40000,1988-01-08,1989-01-07
83378,40000,1999-01-10,2000-01-10
83380,40000,1996-07-10,1997-07-10
83382,40000,1995-09-07,1996-09-06
83386,40000,1999-09-10,2000-09-09
83390,40000,1986-08-13,1987-08-13
83398,40000,1991-02-20,1992-02-20
83406,40000,1992-11-18,1993-11-18
83410,40000,1990-03-29,1991-03-29
83415,40000,1993-12-17,1994-12-17
83420,40000,1998-01-07,1999-01-07
83422,40000,1995-11-26,1996-11-25
83427,40000,1988-02-06,1989-02-05
83430,40000,1991-04-28,1992-04-27
83431,40000,1990-09-05,1991-09-05
83437,40000,1994-10-19,1995-10-19
83437,39734,1995-10-19,1996-10-18
83438,40000,1985-08-07,1986-08-07
83441,40000,1997-11-04,1998-11-04
83445,40000,1999-07-24,2000-07-23
83448,40000,1992-05-19,1993-05-19
83450,40000,1991-10-03,1992-10-02
83455,40000,1991-06-16,1992-06-15
83459,40000,1989-12-03,1990-12-03
83463,40000,1999-12-20,2000-10-04
83465,40000,1988-11-22,1989-11-22
83470,40000,1994-03-18,1995-03-18
83472,40000,1997-09-04,1998-09-04
83473,40000,1996-11-30,1997-11-30
83474,40000,1997-10-22,1998-10-22
83478,40000,1986-04-06,1987-04-06
83479,40000,1997-11-15,1998-11-15
83481,40000,1989-11-10,1990-11-10
83484,40000,1988-10-19,1989-10-19
83488,40000,1989-10-28,1990-10-28
83488,39917,1990-10-28,1991-10-27
83490,40000,1989-10-28,1990-10-28
83491,40000,1999-12-23,2000-12-22
83492,40000,1989-01-25,1990-01-25
83494,40000,1991-09-10,1992-09-09
83499,40000,1985-02-05,1986-02-05
83500,40000,1995-08-20,1996-08-19
83503,40000,1997-11-25,1998-11-25
83504,40000,1999-06-26,2000-06-25
83506,40000,1987-07-01,1988-06-30
83507,40000,1987-08-22,1988-08-21
83509,40000,1989-10-12,1990-10-12
83511,40000,1986-10-23,1987-10-23
83517,40000,1997-11-23,1998-11-23
83524,40000,1992-01-18,1993-01-17
83534,40000,1990-01-27,1991-01-27
83535,40000,1987-11-20,1988-11-19
83536,40000,1994-12-14,1995-12-14
83538,40000,1991-07-07,1992-07-06
83542,40000,1989-01-25,1990-01-25
83547,40000,1995-08-11,1996-08-10
83559,40000,1996-06-29,1997-06-29
83565,40000,1988-06-08,1989-06-08
83566,40000,1997-11-27,1998-03-07
83571,40000,1992-07-09,1993-07-09
83572,40000,1998-02-15,1999-02-15
83573,40000,1986-04-16,1987-04-16
83574,40000,1985-10-10,1986-10-10
83577,40000,1999-08-17,2000-08-16
83579,40000,1992-01-26,1993-01-25
83580,40000,1992-01-09,1993-01-08
83582,40000,1996-05-11,1997-02-15
83583,40000,1988-01-20,1989-01-19
83583,39770,1989-01-19,1990-01-19
83583,39869,1990-01-19,1991-01-19
83587,40000,1993-12-09,1994-12-09
83590,40000,1986-12-07,1987-12-07
83591,40000,1987-12-11,1988-12-10
83591,39510,1988-12-10,1989-12-10
83594,40000,1989-06-27,1990-06-27
83594,39592,1990-06-27,1991-06-27
83595,40000,1986-03-25,1987-03-25
83599,40000,1999-09-28,2000-09-27
83608,40000,1994-06-17,1995-06-17
83608,39704,1995-06-17,1996-06-16
83608,39392,1996-06-16,1997-06-16
83608,39934,1997-06-16,1998-06-16
83611,40000,1998-09-03,1999-01-15
83612,40000,1992-01-09,1993-01-08
83613,40000,1988-08-21,1989-08-21
83626,40000,1987-02-01,1988-02-01
83626,39681,1988-02-01,1989-01-31
83627,40000,1994-06-02,1995-06-02
83628,40000,1991-11-04,1992-11-03
83631,40000,1991-02-14,1992-02-14
83632,40000,1993-11-21,1994-11-21
83634,40000,1985-06-24,1986-06-24
83641,40000,1990-05-29,1991-05-29
83644,40000,1992-07-17,1993-07-17
83645,40000,1986-09-21,1987-09-21
83647,40000,1995-03-17,1996-03-16
83651,40000,1985-12-14,1986-12-14
83652,40000,1989-01-05,1990-01-05
83663,40000,1998-11-23,1999-11-23
83669,40000,1986-09-07,1987-09-07
83679,40000,1989-12-22,1990-12-22
83681,40000,1989-07-11,1990-07-11
83696,40000,1992-12-31,1993-12-31
83697,40000,1994-03-28,1995-03-28
83698,40000,1985-11-17,1986-11-17
83701,40000,1993-11-20,1994-11-20
83703,40000,1990-11-29,1991-11-29
83703,39620,1991-11-29,1992-11-28
83703,39975,1992-11-28,1993-11-28
83705,40000,1993-09-30,1994-09-30
83708,40000,1997-07-24,1998-07-24
83712,40000,1989-04-16,1990-04-16
83713,40000,1995-12-14,1996-12-13
83715,40000,1996-10-16,1997-10-16
83717,40000,1997-01-06,1998-01-06
83717,39721,1998-01-06,1999-01-06
83720,40000,1990-07-01,1991-04-18
83722,40000,1992-02-26,1993-02-25
83723,40000,1996-09-22,1997-09-22
83723,39696,1997-09-22,1998-09-22
83724,40000,1998-12-27,1999-12-27
83726,40000,1997-07-08,1998-07-08
83732,40000,1990-10-08,1991-10-08
83734,40000,1999-08-03,2000-08-02
83740,40000,1995-05-19,1996-05-18
83741,40000,1992-01-28,1993-01-27
83741,39656,1993-01-27,1994-01-27
83742,40000,1992-10-28,1993-10-28
83742,39643,1993-10-28,1994-10-28
83745,40000,1989-01-12,1990-01-12
83748,40000,1991-07-30,1992-07-29
83749,40000,1998-08-07,1998-09-26
83754,40000,1999-05-28,2000-05-27
83755,40000,1990-09-01,1991-09-01
83757,40000,1986-03-20,1987-03-20
83758,40000,1999-03-08,2000-03-07
83762,40000,1989-05-27,1990-05-27
83767,40000,1993-11-07,1994-11-07
83767,39727,1994-11-07,1995-11-07
83767,39581,1995-11-07,1996-11-06
83770,40000,1998-04-20,1998-09-17
83771,40000,1988-03-31,1989-03-31
83773,40000,1988-02-15,1989-02-14
83776,40000,1986-08-09,1987-08-09
83779,40000,1996-02-06,1997-02-05
83780,40000,1996-12-04,1997-12-04
83782,40000,1986-10-14,1987-10-14
83788,40000,1992-04-25,1993-04-25
83791,40000,1998-12-22,1999-04-02
83792,40000,1994-10-08,1995-10-08
83792,39511,1995-10-08,1996-10-07
83795,40000,1995-12-05,1996-12-04
83796,40000,1992-10-03,1993-10-03
83798,40000,1989-11-09,1990-11-09
83798,39948,1991-11-09,1992-11-08
83799,40000,1994-09-09,1995-08-22
83801,40000,1991-10-24,1992-10-23
